"LAT","LONG"
63.843555,36.519222
63.834583,44.733112
63.82814,38.476223
63.826,43.663307
63.809776,37.18911
63.798222,40.666248
63.797779,56.688473
63.797165,42.183723
63.791611,45.169945
63.785194,37.674084
63.769527,39.294277
63.768806,48.645889
63.755611,37.403137
63.750916,34.849167
63.747944,53.714138
63.74789,34.346474
63.740501,41.409054
63.732555,54.20911
63.717388,39.667721
63.713223,45.424721
63.702194,35.259998
63.690666,34.921082
63.654999,30.520306
63.653751,54.847443
63.640362,31.039694
63.636002,38.722252
63.628529,56.606918
63.618721,41.611473
63.611637,40.525471
63.583694,38.113998
63.569138,45.70425
63.568748,47.804832
63.568668,31.569471
63.512474,45.690582
63.483139,48.680305
63.480694,41.539055
63.474609,36.076332
63.471722,41.773445
63.465916,48.8965
63.457443,40.296223
63.435001,35.516029
63.434139,45.891998
63.432919,48.648529
63.429501,39.875584
63.423222,43.545223
63.417946,34.057251
63.416332,39.077137
63.413639,46.10886
63.410667,31.259083
63.409111,55.804028
63.399639,53.957165
63.349277,37.528641
63.331196,36.726196
63.317249,41.385887
63.314167,35.820473
63.300972,40.683918
63.291752,33.382832
63.287998,56.406502
63.284248,39.135529
63.280388,35.441971
63.27911,53.081528
63.271832,42.01936
63.23225,42.958305
63.202026,32.307026
63.182556,54.428749
63.166473,51.233807
63.150223,34.313362
63.148361,42.06736
63.13361,33.188084
63.077137,41.092361
63.045582,41.610748
63.044556,32.330055
63.031387,52.318359
62.993473,54.711777
62.979084,39.316418
62.969471,36.134972
62.967583,35.720028
62.960693,46.631416
62.951832,50.790695
62.946499,46.128166
62.945526,46.391361
62.941528,56.108665
62.933887,37.035831
62.922943,42.943222
62.922443,34.593224
62.898724,40.311417
62.896137,54.964359
62.865028,40.717804
62.862835,42.051498
62.857498,38.657749
62.856335,42.709751
62.854889,34.838779
62.817223,41.148361
62.811028,50.632832
62.786083,37.804722
62.767944,33.566029
62.725693,31.987528
62.714916,42.855946
62.705334,32.710751
62.704224,37.095779
62.703972,50.698666
62.694332,38.27964
62.691639,46.231888
62.68211,57.786777
62.67836,34.271694
62.670444,43.406277
62.629307,48.908749
62.615501,44.569973
62.613834,38.827305
62.606529,34.946777
62.593224,35.599251
62.589111,43.661362
62.587582,45.919498
62.561806,37.715668
62.54314,54.85675
62.513748,35.239834
62.505112,36.527527
62.491444,38.222668
62.463276,33.629444
62.446167,42.306557
62.441944,45.319584
62.426556,54.662472
62.400639,35.897667
62.390999,43.072887
62.381638,35.526943
62.378971,54.248722
62.374111,43.925751
62.366917,44.271278
62.360668,41.94136
62.355888,52.907501
62.347721,31.009806
62.333916,50.691971
62.300972,34.521416
62.292526,38.33939
62.264751,52.502193
62.264557,54.179165
62.257721,32.695999
62.255554,35.096085
62.252918,55.939999
62.251305,40.816723
62.23711,36.875111
62.236111,35.604
62.230862,48.95089
62.228306,50.398304
62.221306,33.811749
62.202305,34.833832
62.191334,53.216583
62.184612,30.706194
62.155167,35.803307
62.152695,34.764221
62.132694,52.487862
62.13039,56.593472
62.126446,49.827057
62.123249,42.987362
62.111362,39.324249
62.109417,38.875389
62.108891,40.66153
62.097443,48.855667
62.086445,35.185165
62.084557,54.290279
62.081779,32.360806
62.065109,34.660278
62.046001,36.044861
62.009472,38.275528
61.993168,31.710306
61.989582,41.729805
61.986,45.605804
61.975971,34.562637
61.975113,54.380222
61.96875,45.112362
61.966972,45.920555
61.949333,37.198166
61.917389,31.156361
61.908554,52.880859
61.907223,42.627529
61.907082,37.736752
61.901054,55.11861
61.898193,43.703083
61.893196,47.145943
61.885166,34.068638
61.881973,38.738388
61.880054,54.580166
61.854443,35.18911
61.852695,51.465694
61.845417,34.337082
61.844387,45.354416
61.813557,57.876751
61.81189,36.024223
61.81189,40.211529
61.810081,36.538223
61.809639,35.237778
61.801971,36.969891
61.80114,30.944555
61.796001,37.732166
61.781555,44.811611
61.776585,46.870724
61.776028,38.066639
61.765999,41.554359
61.753666,53.32975
61.7505,55.195221
61.747723,48.547054
61.715111,30.992472
61.702888,45.394054
61.695389,53.696999
61.686474,33.614777
61.676388,42.511444
61.668167,31.155582
61.66811,36.053665
61.634583,53.893585
61.6315,45.901669
61.616528,58.002335
61.597862,43.93578
61.572083,31.480499
61.568863,36.4445
61.568611,32.858387
61.563221,34.448307
61.560249,44.089222
61.535694,41.573528
61.527111,40.530334
61.512943,30.209473
61.512833,53.356861
61.50853,38.940613
61.481888,48.7915
61.481361,44.281055
61.47789,34.490749
61.459583,37.492332
61.458527,45.340084
61.411835,57.759224
61.401943,55.210888
61.382332,33.688168
61.367805,35.368916
61.361557,51.312778
61.35989,52.474335
61.355972,34.63372
61.35239,34.449165
61.35186,51.902527
61.348362,58.151833
61.337971,40.081276
61.332443,44.542946
61.328499,40.251915
61.320667,45.498611
61.316334,43.721527
61.314999,44.105778
61.313362,32.475582
61.284863,57.225777
61.28125,38.573444
61.274139,36.595276
61.265446,50.994221
61.263638,42.384029
61.257637,37.393749
61.251026,58.328556
61.238609,44.681667
61.218334,47.540222
61.218166,50.182362
61.217529,38.894974
61.206028,34.435112
61.204418,41.838696
61.200085,32.402695
61.197556,35.576279
61.186749,47.181805
61.185333,52.10939
61.181694,50.640915
61.173805,37.674278
61.164391,58.742722
61.154362,46.354252
61.153862,41.329361
61.152027,57.284943
61.145943,32.687862
61.145748,54.191082
61.141304,45.125137
61.136944,43.3685
61.136002,45.520195
61.133362,56.687111
61.10289,48.598862
61.102222,44.845974
61.096916,42.810276
61.090557,40.92625
61.079082,57.218056
61.02261,39.332695
61.016029,35.47636
61.012474,36.151417
60.984444,37.802807
60.978054,33.902027
60.973999,49.691917
60.97086,43.349556
60.970501,53.745251
60.969776,45.396389
60.960445,49.452835
60.950748,38.518585
60.940361,54.435612
60.929195,33.104084
60.913139,50.308666
60.910889,36.839169
60.903641,47.256973
60.901638,46.850666
60.891777,49.752472
60.882832,45.844666
60.879028,44.774971
60.854389,41.744167
60.851501,35.567917
60.836445,56.021389
60.832611,57.478695
60.822224,32.930832
60.813084,58.949944
60.800446,40.081306
60.798054,33.738667
60.792583,34.994083
60.789391,37.800304
60.779083,38.943474
60.743057,42.048611
60.740139,47.659832
60.738499,37.095112
60.735443,38.492195
60.731861,56.747417
60.729168,52.051556
60.709972,53.942055
60.704166,36.012527
60.700863,45.742443
60.700806,43.837471
60.685307,48.729084
60.671612,41.530445
60.670776,58.653946
60.668362,50.355751
60.666557,46.850082
60.659054,56.219944
60.648056,51.14864
60.647888,49.046833
60.647804,49.406193
60.62711,38.797916
60.626667,34.77739
60.607277,45.346111
60.601723,47.925888
60.58411,44.921722
60.582863,50.886444
60.573528,55.854168
60.570778,53.943111
60.568779,48.065613
60.563778,46.856998
60.560081,56.470333
60.558529,30.258833
60.547443,58.517887
60.514362,37.561638
60.508804,43.576138
60.507389,36.027168
60.5005,41.77475
60.498943,57.310028
60.496639,39.423527
60.494141,59.937138
60.487835,55.965305
60.478889,58.077332
60.474804,40.223557
60.461418,46.484112
60.458332,37.963223
60.447556,42.519333
60.43578,45.515057
60.434971,46.302612
60.418056,38.682499
60.408974,44.28561
60.408249,47.545082
60.407665,56.167057
60.406723,33.860332
60.40036,59.377945
60.394028,35.07436
60.388138,33.056416
60.381222,54.215611
60.369526,48.447109
60.36261,57.707779
60.362446,58.883472
60.357082,47.08075
60.356056,36.110138
60.347584,44.855305
60.347279,50.76936
60.343277,52.064861
60.337696,51.531277
60.317307,36.943359
60.305473,53.958778
60.302166,54.330723
60.295444,34.339611
60.295418,44.576389
60.273834,56.132278
60.268333,35.684834
60.265915,37.976418
60.265057,57.157528
60.258583,43.941528
60.258251,39.74139
60.245918,55.42564
60.232639,47.388557
60.226307,44.333752
60.190056,53.746471
60.182583,53.862694
60.166557,44.890835
60.166527,54.400696
60.165527,46.563137
60.164665,46.811249
60.163113,30.227249
60.138138,45.282917
60.132915,40.219307
60.132915,47.900417
60.128582,57.362862
60.125584,55.141666
60.117611,57.790722
60.104752,41.289665
60.074333,56.34539
60.065304,34.546165
60.063057,33.291695
60.056862,48.028889
60.053555,59.260277
60.044193,50.786915
60.037361,37.790359
60.031113,56.120335
60.029724,36.992001
60.020779,54.329613
60.0205,52.269611
60.017029,41.930248
60.013222,41.052917
79.488586,76.900444
77.527168,82.287476
77.526497,82.300194
76.940613,68.453888
76.624222,65.977608
76.206718,62.720974
76.202942,62.585667
75.698914,88.659302
75.401642,88.783943
73.690025,85.259697
73.613029,82.387001
73.50489,80.580917
73.330559,70.080193
72.90461,80.889473
72.412308,72.733444
72.367165,78.564003
72.359306,81.334747
72.335472,79.490196
72.110054,80.497643
72.005943,76.43708
71.979164,75.410004
71.89061,82.708862
71.795303,83.461945
71.754837,82.863083
71.725388,83.470276
71.705528,83.556725
71.694664,82.354805
71.682915,83.25267
71.558418,83.118332
71.541969,83.661446
71.474747,71.813416
71.449638,89.218559
71.408836,83.423553
71.405052,82.990303
71.069443,83.228416
71.039169,76.984947
70.889832,83.226471
70.874001,78.474808
70.853722,83.561386
70.840836,89.927635
70.784279,83.613747
70.715721,82.356697
70.690971,83.655418
70.467499,88.857109
70.430946,83.774002
70.423164,82.666054
70.384109,67.299721
70.333389,74.135193
70.166664,82.34053
70.15242,72.539413
70.113998,83.214249
70.070114,83.230835
70.066254,82.197693
70.017029,73.79792
69.841499,83.780525
69.786057,85.476059
69.751221,61.663696
69.724503,84.091637
69.713448,66.838776
69.712753,60.070583
69.660385,84.422752
69.648865,60.353973
69.56897,84.526947
69.492165,88.460915
69.482498,86.055473
69.457695,85.994247
69.431503,87.213837
69.42247,72.492996
69.395638,88.302086
69.36911,87.625053
69.235497,64.949364
69.205254,60.6665
69.18792,85.92942
69.101776,76.834198
69.078362,71.599777
69.01503,86.120865
68.931808,86.048447
68.90239,66.507858
68.88517,69.428612
68.855225,61.183945
68.802254,61.143333
68.784752,86.035667
68.759888,61.403831
68.694443,60.531555
68.678665,86.267639
68.663498,60.078362
68.452698,86.417358
68.443863,77.913948
68.442055,73.585419
68.354752,71.864052
68.335167,77.083664
68.103859,87.794136
68.053085,86.446114
68.034447,78.761719
67.947891,64.798721
67.934448,86.376389
67.904587,61.255749
67.827751,78.426308
67.791031,77.021248
67.751167,83.751335
67.750641,74.797417
67.745781,64.545387
67.729973,77.561806
67.689888,72.927307
67.664497,86.214081
67.597557,78.913696
67.49308,63.742611
67.465553,63.68
67.461304,78.708664
67.43853,77.89978
67.419693,72.402832
67.417557,86.484085
67.347389,77.971107
67.318886,72.200974
67.296776,69.788834
67.290085,86.511948
67.283165,63.661278
67.247391,68.708031
67.189003,79.430389
67.172112,63.58411
67.160805,73.95842
67.125809,61.792057
67.121193,86.609947
67.108475,63.327499
67.10672,80.757278
67.09478,60.11636
67.050247,65.369888
67.042358,63.10025
67.042,64.237389
67.041115,63.733139
67.011887,80.381859
67.005302,78.233803
66.991028,69.561195
66.982246,71.612
66.967834,81.603859
66.913277,88.380386
66.911278,62.903862
66.883141,86.74572
66.862587,70.854469
66.860222,68.159973
66.822441,83.702362
66.79789,65.839058
66.763725,67.756775
66.745003,69.149666
66.728058,66.245529
66.718971,82.191559
66.678719,88.196114
66.670059,62.589668
66.636971,73.002083
66.626358,72.926277
66.617386,86.688469
66.614944,62.525417
66.605858,86.214722
66.597275,82.313858
66.595581,87.93261
66.588997,67.302834
66.580223,68.489807
66.566025,67.784889
66.552864,61.664223
66.528694,68.074333
66.522614,61.773777
66.513031,66.374969
66.499748,87.275139
66.495361,68.217308
66.471138,69.421913
66.464447,65.597664
66.418167,66.374359
66.412086,65.880859
66.387032,87.529976
66.33725,71.17083
66.332642,70.793915
66.33136,67.537415
66.325447,66.103615
66.320969,70.427864
66.259087,82.174057
66.176361,60.778278
66.175331,71.977333
66.121529,87.256889
66.10186,87.881447
66.046196,65.584114
66.037613,68.705002
66.017609,82.181053
65.971306,84.324333
65.965225,88.746475
65.959137,65.935974
65.957138,78.344864
65.952469,82.298141
65.951225,89.046448
65.913002,72.188141
65.912086,87.575111
65.899696,65.373337
65.860107,86.203552
65.856003,65.057388
65.839081,65.936996
65.79586,87.962418
65.793945,82.322166
65.783585,65.928337
65.728302,69.041031
65.724419,64.244888
65.671143,64.60733
65.595581,88.096001
65.572914,64.607719
65.572334,84.909363
65.525391,72.526917
65.481224,65.710526
65.444191,88.017555
65.402138,64.703415
65.347641,63.520332
65.327835,88.005165
65.242531,63.539112
65.215919,73.481613
65.169357,87.942665
65.163582,63.599335
65.091278,81.439499
65.067886,66.350441
65.056641,65.304695
65.053391,64.714668
65.049446,65.364166
64.984192,66.803391
64.983002,65.771919
64.972641,66.231224
64.944916,64.382332
64.934334,66.982803
64.909225,77.77803
64.889557,65.09153
64.87178,65.597809
64.821472,63.993195
64.775253,67.35714
64.774971,65.631584
64.726418,87.780251
64.684723,67.55497
64.667358,65.65728
64.629753,65.203476
64.439667,87.557281
64.339973,87.089638
64.316277,65.384224
64.270363,65.496002
64.261803,60.849834
64.248138,60.927639
64.236305,87.600502
64.217003,66.066444
64.123558,76.840942
64.09433,65.210419
64.089226,61.055752
64.069504,63.872196
63.798637,82.728416
63.781971,65.916359
63.697918,87.336304
63.581001,83.848389
63.541248,69.130081
63.530804,64.825722
63.51239,71.321388
63.44075,87.308807
63.406193,80.106224
63.369778,63.064415
63.35928,85.69767
63.189804,64.949944
63.033138,65.192001
63.027306,88.150917
62.969528,65.105553
62.771416,61.595749
62.764526,88.423332
62.741196,87.021385
62.556526,64.47361
62.550167,65.848221
62.482334,86.300194
62.459721,89.029778
62.449001,66.270248
62.3815,64.092247
62.333694,60.15139
62.288502,89.040054
62.286388,66.631531
62.250221,66.92617
62.188251,60.352722
62.144333,65.393166
62.114361,66.367668
62.100056,82.935692
62.085304,89.206497
62.041416,63.413387
62.037971,66.409195
62.031166,81.335693
62.027222,67.411057
61.839863,89.323219
61.803749,60.409527
61.72086,79.109108
61.696583,70.683113
61.682693,64.470192
61.656555,89.734726
61.63736,67.80658
61.628445,72.133469
61.570446,67.470917
61.556889,66.233696
61.537361,82.390442
61.469501,64.039253
61.450165,68.936333
61.39975,64.861916
61.395306,68.283226
61.364056,63.578945
61.337307,72.267998
61.299057,70.346558
61.298279,69.54422
61.275249,63.192081
61.268917,60.181751
61.256748,73.179665
61.254055,75.10833
61.225777,72.039948
61.222889,69.059914
61.209278,69.873306
61.162998,62.695946
61.1605,73.426865
61.11911,80.579308
61.10247,80.264305
61.10239,77.153137
61.098446,75.112915
61.058613,68.61853
61.055248,76.32653
61.026611,89.610107
61.010529,71.709724
60.997833,71.18792
60.983944,69.29808
60.980946,60.396946
60.969776,72.627304
60.947224,78.620613
60.909916,89.371307
60.891418,69.717331
60.885361,73.655724
60.859306,64.883308
60.774776,61.017971
60.747417,76.80558
60.724751,60.791695
60.717335,77.050667
60.704224,67.920197
60.680637,69.619858
60.680527,71.45414
60.680111,60.056416
60.674835,89.958641
60.666332,62.101387
60.649193,75.738892
60.623028,64.722557
60.616222,73.831833
60.558529,60.091
60.52425,67.297554
60.516724,64.604111
60.510471,74.027748
60.501999,77.890274
60.4585,65.16983
60.44936,78.251694
60.418472,69.030861
60.408195,69.826637
60.371723,84.14547
60.353611,64.194778
60.338085,69.883469
60.334915,68.954056
60.327332,78.407417
60.319248,83.863281
60.316776,64.203499
60.303165,62.713943
60.284863,60.435471
60.278721,61.075027
60.244221,73.523636
60.230999,62.755333
60.220779,66.477448
60.214722,64.476112
60.209999,61.288418
60.204166,60.373306
60.184639,69.684692
60.173584,73.36647
60.169334,61.484306
60.166943,83.354111
60.159389,78.746948
60.150944,62.793194
60.134388,78.917946
60.103638,76.34272
60.095943,66.609497
60.076889,71.475388
60.057499,75.233559
60.053944,68.77211
60.053555,82.899002
60.049583,63.221085
60.033833,65.194275
79.559776,90.681358
79.528084,91.265808
